leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,is_dominated,ground_truth_pareto
501,0.0,0.0,0.4056,4.81979,3.15806,0.0,0.24953,1.65509,0.0,3.1743,1,0
502,0.0,0.0,0.40525,0.0,2.80342,0.0,3.57637,0.0,0.0,0.0,1,0
503,0.0,0.0,0.3268,1.63608,0.0,2.35364,0.0,3.30632,1.03379,0.75606,1,0
504,0.0,0.0,0.0,5.41194,0.0,0.0,3.16274,1.21679,0.0,0.0,1,0
505,0.0,0.0,0.0,4.35605,3.63838,0.0,1.23124,0.76586,0.0,1.35576,1,0
506,0.0,0.0,0.0,3.63124,1.03298,0.0,2.57502,0.0,0.0,0.0,1,0
507,0.0,0.0,0.0,2.69562,1.68849,1.44161,2.70338,0.0,0.0,2.84403,1,0
508,0.0,0.0,0.0,2.07177,2.09692,0.42969,2.03706,0.0,0.28723,4.41669,1,0
509,0.0,0.0,0.0,1.39421,1.4501,1.63585,0.0,0.86841,2.50816,0.0,1,0
510,0.0,0.0,0.0,1.21033,4.74074,2.97141,0.07838,0.0,0.0,1.57125,1,0
511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69405,4.77543,1,0
