leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,is_dominated,ground_truth_pareto
425,0.15365,0.1111,2.01436,6.60521,0.18341,1.12974,0.07194,5.5494,2.10544,2.72436,1.74268,2.29665,0,1
426,0.14118,0.20658,0.0,0.0,0.0,0.0,2.69683,2.44499,2.25034,0.0,0.0,1.76915,1,0
427,0.14066,0.29084,0.78286,2.05116,3.38553,1.4589,1.80591,7.05287,2.50363,2.89854,1.17598,3.52539,0,1
428,0.12151,1.46196,1.23433,2.63725,2.96745,2.49836,1.25994,4.62356,0.44366,7.10758,0.53341,0.59827,0,1
429,0.11631,1.24363,0.79628,5.15882,4.4295,1.27599,4.28687,0.27633,1.10708,5.32321,0.99324,0.97026,0,1
430,0.11467,0.17879,7.17122,3.04385,1.35462,1.28742,3.8373,0.52702,3.40068,2.58466,0.31694,1.55656,0,1
431,0.11005,1.2263,0.84375,1.13538,0.25597,5.32399,1.32215,0.00156,0.11001,2.66276,5.4124,5.47066,0,1
432,0.0992,0.52611,3.15626,5.8227,0.39968,0.86282,3.22038,4.18461,4.18105,2.65783,0.93811,1.27917,0,1
433,0.09401,0.0,0.0,4.86286,0.0,0.54183,0.0,0.0,2.22564,0.0,0.0,3.56663,1,0
434,0.08944,1.92135,0.05075,3.44844,1.63549,4.70319,6.9995,2.14071,2.01257,0.23298,0.23786,1.36906,0,1
435,0.08677,4.90086,4.31873,2.08788,6.22245,0.09947,3.14907,0.16327,0.09417,1.78896,0.36489,0.97407,0,1
436,0.07886,1.85415,1.63386,1.33832,0.04122,2.21832,0.36485,0.196,3.74445,4.13291,1.58697,7.30621,0,1
437,0.07775,0.53608,6.12313,1.45347,1.17186,2.96499,0.27196,6.48754,1.04906,0.89935,2.21669,0.97548,0,1
438,0.07262,1.55857,1.68874,4.23935,3.48839,2.73528,4.59914,1.4505,2.85433,0.18572,1.12589,4.93818,0,1
439,0.05354,1.44744,1.54467,1.13204,0.60727,5.68975,0.03436,3.95836,6.238,0.49229,1.75475,1.89435,0,1
440,0.04784,0.85802,0.40158,0.10866,0.87585,3.67975,4.31445,4.5508,4.24541,1.12187,4.83416,1.6749,0,1
441,0.04568,0.10419,0.4581,6.17766,4.92873,0.38596,1.52149,3.61124,1.23423,1.76177,3.85133,1.53509,0,1
442,0.04108,2.91598,2.59337,4.66685,4.70775,2.48002,3.46713,2.47907,1.15315,3.608,1.30144,0.68488,0,1
443,0.02197,2.70156,2.23944,4.81256,1.98776,1.98351,4.46406,0.61402,1.60293,0.45046,3.92895,4.25745,0,1
444,0.0182,0.26264,2.42367,2.22812,6.4091,0.85454,0.86723,1.19576,4.27464,1.80471,3.65505,3.196,0,1
445,0.00958,0.0,0.0,0.0,0.0,1.76616,1.61635,0.63689,1.5126,0.0,3.27866,0.0,1,0
446,0.00782,2.81132,0.0,0.0,0.0,1.29866,1.60989,0.0,0.0,3.86308,1.31111,0.0,1,0
447,0.0,5.4045,0.42256,0.01869,0.25284,2.06795,0.0,0.0,0.0,0.0,0.59998,3.37454,1,0
448,0.0,3.73147,0.0,4.22615,1.69227,0.51419,0.0,0.0,2.18902,0.67537,0.22673,0.0,1,0
449,0.0,3.16828,1.03579,0.0,0.0,0.12118,1.18956,1.63137,1.24812,0.0,1.41965,0.0,1,0
450,0.0,3.04925,0.04858,1.91221,0.0,3.20149,2.76843,0.0,0.0,0.18961,3.83861,0.0,1,0
451,0.0,2.72588,0.0,3.77443,0.0,0.0,0.0,0.0,0.0,1.42714,1.4148,0.0,1,0
452,0.0,2.6993,0.69127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86847,1,0
453,0.0,2.62443,2.47417,0.0,0.0,0.0,0.0,0.0,0.0,4.15009,0.0,3.20294,1,0
454,0.0,2.56855,2.9341,0.0,0.0,0.0,0.0,2.91413,1.46891,0.0,0.0,0.0,1,0
455,0.0,2.56073,0.0,0.14213,1.31515,0.0,2.07194,0.0,0.0,0.91666,0.0,0.85729,1,0
456,0.0,2.21849,1.19783,0.0,0.0,0.0,0.0,0.0,0.0,2.17266,0.0,2.19552,1,0
457,0.0,2.12982,0.52317,2.44444,0.0,1.61214,0.788,0.0,0.0,1.82126,1.3701,0.27953,1,0
458,0.0,2.12744,0.0,0.0,1.47579,0.0,4.05736,0.0,0.0,0.0,0.7421,3.27669,1,0
459,0.0,1.6048,3.0896,0.0,1.38836,0.0,1.76066,0.0,0.0,0.12349,1.07228,0.0,1,0
460,0.0,1.46182,0.79766,1.90047,0.71625,0.0,0.07837,3.0685,1.23823,0.0,0.74773,0.0,1,0
461,0.0,1.03739,0.0,0.0,0.0,1.61753,1.55224,0.0,0.0,4.2587,0.52969,3.77186,1,0
462,0.0,0.90947,0.08552,0.0,0.0,4.7504,0.0,0.0,0.0,0.0,0.0,0.0,1,0
463,0.0,0.86259,0.0,2.94129,0.0,0.0,0.0,1.42615,0.0,1.46152,3.25403,1.8754,1,0
464,0.0,0.75101,0.0,0.20678,0.0,4.05471,0.0,2.99096,0.0,0.0,2.29325,0.21963,1,0
465,0.0,0.52185,0.0,0.0,4.00076,1.40737,0.0,1.58255,0.03833,0.96058,0.02376,0.0,1,0
466,0.0,0.47007,0.0,1.15714,0.0,4.20446,2.47862,1.35032,0.0,0.0,0.0,1.64731,1,0
467,0.0,0.16897,0.75088,5.96541,0.0,1.45073,2.66025,0.0,0.18505,0.0,0.30565,0.0,1,0
468,0.0,0.1397,0.10199,0.74694,2.8034,0.0,0.0,3.88089,0.0,0.0,0.0,0.0,1,0
469,0.0,0.13333,4.00004,0.33998,0.7623,0.0,0.0,0.62665,0.0,2.45453,1.19674,0.0,1,0
470,0.0,0.0,5.02155,1.57912,0.0,0.0,0.0,0.0,2.09808,0.0,0.91224,2.74405,1,0
471,0.0,0.0,4.89643,2.45479,0.0,0.0,0.0,3.55174,0.0,0.0,0.0,0.22629,1,0
472,0.0,0.0,4.20015,0.0,0.0,0.97372,0.31871,0.0,0.0,0.0,3.84208,0.55309,1,0
473,0.0,0.0,3.90073,0.17987,1.17159,1.04465,0.0,2.55638,0.0,2.42357,0.34068,0.0,1,0
474,0.0,0.0,3.44954,0.0,0.0,0.63478,0.75666,0.0,0.0,4.27089,0.0,2.22474,1,0
475,0.0,0.0,3.44711,2.37675,0.0,2.75073,2.01263,0.0,0.61781,0.0,0.0,1.31961,1,0
476,0.0,0.0,2.45369,2.9684,0.70198,0.0,1.90663,0.0,3.39133,0.0,0.0,0.0,1,0
477,0.0,0.0,2.28078,2.26308,0.0,0.0,1.40992,0.0,0.0,0.35859,1.71561,0.0,1,0
478,0.0,0.0,2.25277,0.0,2.44259,0.0,0.0,0.72139,0.0,3.76958,0.49346,1.66526,1,0
479,0.0,0.0,2.17293,0.0,3.20283,0.0,0.0,0.0,0.0,3.62543,0.21999,1.17844,1,0
480,0.0,0.0,1.99951,3.79593,0.0,0.0,0.0,0.0,3.62865,0.0,2.70535,0.0,1,0
481,0.0,0.0,1.92331,0.02205,0.28615,0.0,0.0,0.0,2.29287,0.61317,0.71556,0.0,1,0
482,0.0,0.0,1.89292,0.0,3.0229,1.4118,0.75772,2.6866,3.14329,0.04434,0.0,0.0,1,0
483,0.0,0.0,1.75862,1.48478,0.85509,0.0,0.0,2.30655,1.1865,3.81923,0.0,0.0,1,0
484,0.0,0.0,1.63846,0.0,0.0,0.0,1.41582,5.54452,0.0,0.0,0.0,0.0,1,0
485,0.0,0.0,1.48972,0.0,0.0,1.37214,0.62872,0.14456,0.0,4.50683,0.0,0.0,1,0
486,0.0,0.0,1.34579,1.0666,0.15256,0.0,0.24635,0.0,1.28715,2.9028,0.0,0.0,1,0
487,0.0,0.0,1.22411,0.0,0.68111,0.91462,0.0,0.54857,0.0,2.45023,0.0,4.42257,1,0
488,0.0,0.0,0.96741,0.79238,3.39194,0.1898,0.99359,1.12939,0.0,0.0,0.0,0.49583,1,0
489,0.0,0.0,0.84784,0.0,0.19121,0.0,0.43269,0.0,0.0,4.20109,0.0,3.30885,1,0
490,0.0,0.0,0.79648,0.0,5.11884,1.87257,0.0,0.0,0.74542,0.0,0.0,0.0,1,0
491,0.0,0.0,0.75255,0.96552,0.75266,0.0,0.0,2.44074,5.3448,0.0,0.0,0.0,1,0
492,0.0,0.0,0.43305,1.41258,0.0,0.82618,0.58992,0.45291,5.14533,0.0,0.0,1.54863,1,0
493,0.0,0.0,0.38557,0.02695,0.0,3.94719,0.0494,4.94,0.0,0.0,0.0,0.0,1,0
494,0.0,0.0,0.36316,1.06686,0.82935,3.01787,2.12493,2.83786,0.0,0.75395,0.0,0.0,1,0
495,0.0,0.0,0.28956,0.24495,0.0,0.0,0.0,0.01671,4.15908,0.0,1.59958,0.09916,1,0
496,0.0,0.0,0.0,4.027,2.19538,0.0,0.0,0.5484,5.61501,0.0,1.95819,1.44423,1,0
497,0.0,0.0,0.0,3.23184,0.74262,5.05461,0.0,0.34915,0.45898,0.0,0.0,1.05594,1,0
498,0.0,0.0,0.0,2.51393,0.84035,4.30759,0.0,2.86394,0.0,2.53216,0.0,0.20636,1,0
499,0.0,0.0,0.0,1.12592,0.0,0.0,0.0,0.0,2.10143,0.82722,2.40972,2.90636,1,0
500,0.0,0.0,0.0,1.03897,1.59738,0.0,0.41873,0.0,0.0,3.60866,0.71922,2.69347,1,0
501,0.0,0.0,0.0,0.79217,0.0,0.0,0.0,0.0,0.06635,3.26608,0.0,6.12524,1,0
502,0.0,0.0,0.0,0.34587,0.0,4.03769,0.0,2.98316,0.66301,0.0,2.42938,0.0,1,0
503,0.0,0.0,0.0,0.1277,0.85026,0.0,0.35547,0.0,1.11651,0.84341,5.4624,0.0,1,0
504,0.0,0.0,0.0,0.03789,0.0,0.0,0.0,4.28459,1.05325,3.26397,0.55355,1.76865,1,0
505,0.0,0.0,0.0,0.0,2.95524,0.0,0.0,5.29235,0.04305,0.0,0.63755,0.95888,1,0
506,0.0,0.0,0.0,0.0,1.29718,0.0,0.0,2.88034,0.0,3.24905,0.0,1.07181,1,0
507,0.0,0.0,0.0,0.0,0.72595,0.0,0.0,4.07893,3.29565,0.0,0.0,0.33376,1,0
508,0.0,0.0,0.0,0.0,0.45443,0.0,2.23612,1.41977,0.59702,0.0,4.16226,1.98899,1,0
509,0.0,0.0,0.0,0.0,0.0,2.20696,1.94245,1.43504,3.60622,0.0,1.9224,0.4401,1,0
510,0.0,0.0,0.0,0.0,0.0,2.05381,3.3632,3.67573,0.53091,0.0,1.29923,0.16652,1,0
511,0.0,0.0,0.0,0.0,0.0,1.71207,5.31883,1.99838,0.88782,0.0,0.0,2.17426,1,0
