leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13
6491,-2.32227,-2.58105,-2.97811,-1.29956,-3.26453,-1.31135,-3.20479,-2.43104,-5.1256,-3.06969,-2.24271,-1.29981,-1.20426,-2.22835
6492,-2.32215,-3.6372,-2.95583,-4.6457,-0.37473,-1.21621,-1.35739,-3.55697,-3.31476,-0.76766,-2.61597,-2.41347,-2.26185,-2.36301
6493,-2.32195,-2.39449,-3.1505,-3.08695,-1.63941,-1.40525,-1.93097,-1.80292,-3.10139,-4.44073,-1.72148,-0.22487,-3.97159,-3.10679
6494,-2.32158,-5.458,-0.40198,-2.29164,-3.08248,-0.98036,-1.77157,-1.58894,-2.09528,-3.64505,-2.37767,-0.01077,-1.14056,-4.3186
6495,-2.32137,-3.30663,-3.38633,-1.45187,-0.9897,-3.73944,-5.35606,-0.51588,-2.81317,-3.29845,-1.54354,-0.04632,-1.3208,-1.80636
6496,-2.32063,-0.09883,-2.14863,-1.36998,-1.88222,-2.81136,-0.15116,-5.22092,-0.53142,-3.56527,-3.15825,-4.03964,-0.50561,-3.13715
6497,-2.32047,-2.57082,-4.17497,-0.50287,-2.29829,-4.6007,-1.77497,-1.61859,-0.0888,-4.32026,-1.5383,-3.87978,-1.15634,-0.82191
6498,-2.32022,-1.45062,-0.42273,-1.7658,-4.45014,-0.3656,-2.37089,-3.82873,-1.50376,-2.47605,-5.07522,-2.47028,-1.54832,-2.51957
6499,-2.32014,-1.62605,-0.30403,-0.50445,-1.46585,-3.82813,-0.46987,-2.11712,-5.11556,-3.08364,-2.31643,-1.08527,-4.07152,-3.36467
6500,-2.32007,-5.28987,-1.26243,-2.5029,-1.07405,-3.69469,-2.80233,-2.91322,-3.269,-2.02225,-1.2053,-1.24366,-2.80943,-1.40135
6501,-2.32001,-4.14584,-0.44131,-6.1328,-0.83965,-1.63117,-1.17572,-2.34705,-1.27364,-2.30284,-0.41419,-2.76403,-2.88752,-2.50848
6502,-2.31989,-3.67028,-2.28481,-2.10412,-0.58325,-0.4613,-0.13958,-0.09771,-4.07472,-2.53283,-0.73077,-4.86074,-0.90256,-4.78785
6503,-2.31986,-0.54525,-1.86413,-3.20068,-1.36068,-0.86237,-1.7807,-1.58716,-3.41815,-6.59457,-0.94891,-2.94255,-1.75127,-2.12566
6504,-2.31964,-1.3482,-4.42408,-3.31958,-2.93075,-0.4875,-1.49773,-5.9768,-0.21233,-1.52588,-0.43919,-0.49051,-2.23194,-2.76202
6505,-2.31933,-5.60107,-1.37771,-2.87539,-2.55633,-0.97949,-4.30926,-0.77336,-1.344,-2.20612,-1.73906,-3.65851,-0.45739,-1.76895
6506,-2.31895,-1.29525,-4.03734,-0.25067,-0.94165,-2.79416,-2.71526,-1.10178,-4.89535,-3.01852,-4.48083,-1.82518,-0.76476,-1.49377
6507,-2.31879,-5.70352,-3.05286,-0.86498,-0.84702,-2.23011,-0.25886,-3.93737,-3.5316,-1.97807,-2.27857,-2.92052,-0.49521,-0.64249
6508,-2.31861,-1.15283,-3.92526,-2.78855,-4.23113,-3.884,-0.35836,-0.92925,-0.09043,-1.75731,-4.48501,-1.29089,-0.00903,-3.35461
6509,-2.31855,-3.18644,-4.10441,-3.62163,-2.65731,-2.97206,-0.46328,-0.94795,-4.83055,-0.56951,-1.15335,-2.02092,-2.87392,-0.41063
6510,-2.31833,-1.12707,-0.51117,-2.35711,-1.88125,-3.82489,-6.32883,-1.66414,-0.30203,-0.01917,-1.08619,-3.72459,-2.86079,-1.79368
6511,-2.31819,-1.54887,-1.2954,-5.37136,-0.47463,-4.88012,-3.82392,-0.36796,-3.01259,-0.57004,-0.7028,-0.02226,-1.91598,-3.05496
6512,-2.31799,-4.86502,-2.22407,-0.36061,-0.52357,-0.75399,-2.02654,-3.34788,-2.63113,-3.59291,-3.57292,-3.54741,-1.71285,-1.26831
6513,-2.31772,-0.0298,-3.69586,-1.22036,-0.15953,-1.03141,-0.36855,-3.07356,-3.32617,-2.80781,-5.79363,-0.29071,-3.92319,-0.90419
6514,-2.31749,-0.17628,-0.04391,-2.41077,-7.55748,-0.86239,-1.77842,-0.5912,-2.94345,-2.9173,-1.72397,-1.04407,-1.15125,-2.20247
6515,-2.31743,-1.75181,-0.80387,-5.2785,-2.83503,-0.00115,-4.0138,-0.03398,-1.14653,-0.04214,-5.22109,-1.1852,-0.49167,-2.94624
6516,-2.31672,-2.20139,-1.37886,-2.53357,-2.79526,-3.65011,-4.05081,-3.62368,-0.98931,-3.21536,-3.0851,-1.76801,-2.30185,-1.23697
6517,-2.31654,-0.81553,-1.82805,-2.6823,-4.92178,-0.28063,-2.99934,-0.76637,-3.739,-2.49743,-0.71721,-2.62452,-4.44511,-1.47212
6518,-2.31645,-1.45891,-1.54344,-3.96754,-0.46319,-1.80364,-3.38107,-0.12969,-0.7673,-0.02533,-4.4781,-5.35422,-1.60705,-2.75188
6519,-2.31638,-0.80223,-0.50267,-4.12205,-5.13138,-1.11037,-2.22363,-2.33554,-4.98791,-1.35798,-1.60656,-0.02726,-1.57243,-2.64686
6520,-2.3161,-4.45331,-0.42227,-0.04567,-3.52222,-1.34509,-6.86297,-0.58067,-0.91216,-1.01482,-1.97682,-0.86823,-2.50305,-0.42619
6521,-2.31601,-0.74169,-3.78503,-5.90707,-2.93794,-1.76954,-0.4387,-0.48144,-0.1907,-0.6445,-1.20952,-3.57968,-0.39502,-4.21832
6522,-2.31595,-3.5722,-3.02874,-0.99634,-1.02486,-5.36079,-0.01993,-2.85944,-1.31045,-1.01236,-5.50043,-0.02079,-0.01154,-0.8644
6523,-2.31574,-2.28309,-4.8193,-1.57479,-4.79779,-3.51779,-0.5359,-3.05272,-0.70644,-3.40427,-1.05326,-1.82791,-1.1798,-0.88804
6524,-2.31528,-2.98858,-4.57299,-4.74019,-0.62827,-1.2305,-0.20886,-1.47988,-2.77278,-0.8821,-1.88725,-4.11715,-2.92912,-0.79047
6525,-2.31497,-1.20371,-1.22382,-4.60461,-5.44637,-1.57109,-4.21712,-0.27446,-2.28342,-2.61536,-0.21597,-2.51083,-0.34463,-1.40613
6526,-2.31488,-3.56745,-0.63295,-3.12815,-1.91656,-1.47701,-2.74603,-1.27201,-0.95499,-2.78019,-5.64604,-1.26789,-0.26334,-3.8104
6527,-2.31484,-3.51045,-2.16631,-1.99337,-0.02638,-0.32858,-0.30096,-2.55226,-3.45354,-0.911,-2.02386,-4.13992,-1.32757,-5.58429
6528,-2.31422,-2.51044,-1.61302,-2.92058,-4.01487,-2.55687,-1.45548,-2.57605,-3.07729,-1.22485,-0.67339,-3.19474,-1.81956,-4.56713
6529,-2.31379,-2.06515,-1.89008,-5.67346,-2.48249,-1.43585,-0.38302,-1.31936,-2.58479,-2.31137,-0.0549,-3.89861,-2.81789,-3.05662
6530,-2.31328,-0.3312,-0.34458,-2.31044,-2.57988,-2.06422,-2.85843,-2.40152,-0.53757,-1.85987,-6.51555,-1.53441,-3.47113,-1.90363
6531,-2.31249,-2.92849,-2.54827,-2.15105,-0.6239,-3.55307,-0.61831,-0.96489,-3.64271,-1.21271,-6.37539,-0.68762,-1.09614,-1.88914
6532,-2.31161,-1.9567,-1.63777,-0.8489,-3.05484,-2.45751,-0.78967,-2.76215,-3.39912,-6.11315,-3.44512,-1.39365,-0.44155,-0.93263
6533,-2.31145,-1.16477,-1.34939,-1.75685,-4.68437,-2.46788,-3.05268,-1.20689,-3.37171,-3.34941,-2.56428,-2.21241,-3.5899,-1.6246
6534,-2.31071,-3.93841,-4.12739,-0.76085,-0.78147,-0.18764,-2.10699,-2.85676,-1.0887,-1.76764,-3.01415,-5.3365,-2.46267,-0.59243
6535,-2.31014,-0.84693,-3.37168,-1.36915,-2.15572,-3.33272,-4.13169,-0.21645,-5.35422,-1.31057,-2.44104,-2.80637,-1.20817,-1.46697
6536,-2.30984,-2.58972,-2.54219,-3.90325,-1.84125,-2.33152,-1.76548,-6.76974,-0.06003,-0.9645,-0.76352,-2.36043,-1.17517,-0.13371
6537,-2.30982,-0.20519,-6.71221,-0.77826,-0.72368,-3.10848,-3.23062,-1.00778,-1.19222,-2.74557,-0.81689,-3.44494,-1.86243,-1.53662
6538,-2.30941,-4.26052,-0.86304,-3.84883,-1.67958,-2.02709,-1.35489,-3.04875,-1.85644,-3.80803,-2.27723,-1.37563,-4.11137,-0.98318
6539,-2.30896,-0.5819,-2.58616,-0.62102,-1.53575,-2.3351,-3.52963,-1.95851,-2.37691,-5.61251,-0.4924,-4.87735,-1.35816,-0.35403
6540,-2.30885,-0.65948,-5.24072,-6.45252,-1.46873,-2.25299,-1.57708,-0.56823,-1.08725,-0.52061,-3.22243,-1.22012,-1.26326,-0.41141
6541,-2.30884,-3.89789,-1.16746,-0.33132,-1.34405,-0.80657,-2.36995,-6.14055,-4.89076,-1.03485,-1.23029,-1.9243,-0.87326,-1.11956
6542,-2.3085,-3.17955,-2.17579,-2.9701,-2.87814,-1.6939,-0.42723,-0.82195,-3.90927,-4.565,-0.53656,-3.80306,-2.57429,-1.22264
6543,-2.30841,-2.23671,-2.76081,-0.08991,-4.55789,-0.56577,-0.05914,-4.54924,-1.97441,-0.13492,-0.31072,-1.4981,-5.24714,-2.54063
6544,-2.30819,-1.97692,-1.83641,-4.52318,-0.42012,-2.50699,-0.30143,-1.12425,-3.70767,-4.22585,-1.18447,-3.19842,-1.36084,-3.74523
6545,-2.30811,-0.08103,-0.85073,-2.59291,-1.41311,-4.30729,-0.46395,-2.90792,-0.30171,-2.34866,-6.123,-2.35371,-2.42052,-1.87109
6546,-2.30776,-2.94798,-2.14781,-3.28816,-2.60643,-1.24845,-3.64207,-3.47848,-3.54402,-0.90109,-0.86381,-2.42297,-1.19056,-3.92882
6547,-2.30771,-1.03196,-2.76407,-3.35267,-2.33631,-3.2909,-1.33484,-3.37759,-0.8008,-5.58152,-3.036,-0.79694,-1.80844,-0.5773
6548,-2.30754,-3.99531,-1.80732,-0.72016,-3.41613,-1.02576,-4.81034,-0.23245,-0.13815,-1.61027,-3.80617,-3.97777,-0.32172,-2.44685
6549,-2.30691,-1.91689,-3.56673,-4.31469,-3.18647,-1.38922,-1.83049,-2.21975,-0.27072,-1.18323,-0.16473,-5.15694,-2.5004,-2.22657
6550,-2.30624,-1.65213,-0.54391,-0.28426,-1.98159,-3.53056,-5.41295,-1.41624,-0.2644,-1.85519,-1.51168,-2.37574,-5.2928,-2.10311
6551,-2.30607,-0.59678,-0.65184,-3.15382,-4.48879,-5.72737,-2.47127,-1.1344,-3.56383,-0.75435,-0.18404,-0.1627,-2.95125,-1.25228
6552,-2.306,-1.29387,-1.22774,-0.76764,-5.56878,-2.68282,-0.64498,-2.72475,-2.75988,-4.63237,-3.50088,-0.73764,-1.69038,-0.35943
6553,-2.30591,-0.9204,-1.06461,-0.97006,-2.59662,-1.58866,-0.26976,-0.13279,-1.67513,-0.76125,-3.20817,-3.71799,-1.17255,-7.3163
6554,-2.30558,-3.0366,-0.33538,-2.17506,-3.06562,-0.57632,-5.91012,-1.61224,-1.67081,-0.65254,-1.25721,-5.28227,-0.25858,-0.77056
6555,-2.30524,-2.72045,-5.04408,-2.39447,-0.98901,-1.65782,-1.58133,-1.06526,-0.55987,-3.7342,-3.62534,-0.66658,-4.33794,-1.44362
6556,-2.30487,-3.45607,-3.13915,-2.23429,-0.07765,-1.10673,-0.62425,-2.80068,-1.12434,-0.62482,-4.52026,-4.73858,-3.42248,-1.47568
6557,-2.30381,-3.34684,-3.08596,-1.15622,-2.30895,-1.89875,-5.11166,-1.51116,-0.13411,-0.94956,-4.17129,-3.80754,-1.32816,-0.83742
6558,-2.30364,-1.36728,-2.43699,-4.57515,-3.16114,-3.2949,-1.13823,-2.25682,-0.53177,-0.33653,-1.6973,-0.3613,-5.6882,-1.71809
6559,-2.30357,-0.25415,-2.05873,-5.1151,-1.75333,-0.81453,-0.64666,-1.35179,-1.0492,-1.50212,-2.00861,-6.46562,-2.49334,-1.68242
6560,-2.30355,-3.41116,-5.14289,-1.48745,-0.38815,-0.0724,-4.64954,-1.48226,-0.4262,-4.36727,-1.22704,-1.15417,-2.88019,-0.1915
6561,-2.30338,-4.43253,-1.45796,-0.18975,-2.75322,-1.90665,-5.18151,-1.02996,-3.68614,-0.89558,-0.02457,-2.45179,-3.65151,-0.1611
6562,-2.30336,-1.39149,-5.54244,-4.02612,-0.55214,-2.63625,-0.34623,-1.32193,-4.60436,-0.03783,-0.23575,-0.325,-3.89672,-0.40095
6563,-2.30333,-0.4714,-1.64728,-4.38066,-1.19244,-0.43435,-0.46052,-0.67254,-0.47334,-3.14002,-3.92082,-2.08331,-6.32219,-0.7259
6564,-2.30325,-2.62748,-1.05915,-3.59995,-3.83815,-0.87562,-1.15312,-2.74763,-4.11862,-1.66916,-3.91154,-1.93196,-2.60594,-1.93911
6565,-2.30307,-5.80028,-1.84596,-0.57798,-6.31762,-2.83455,-0.38785,-0.46497,-0.47688,-0.35665,-2.73427,-0.64665,-0.73689,-0.45318
6566,-2.30279,-3.69513,-2.12039,-2.14662,-6.20692,-0.95592,-0.78899,-1.96848,-1.48802,-1.91868,-2.17767,-0.67909,-2.67086,-3.12564
6567,-2.30257,-3.12748,-2.87587,-2.26605,-3.90223,-3.70572,-1.41808,-0.16733,-4.63402,-1.81783,-0.56778,-3.56642,-1.37432,-0.89642
6568,-2.3025,-0.70903,-3.34625,-2.62789,-1.74954,-0.36723,-4.79941,-2.84024,-1.25033,-1.9282,-5.38345,-2.29316,-0.72026,-1.3249
6569,-2.30244,-0.75624,-3.19263,-2.42941,-2.66119,-0.78223,-3.11932,-1.77538,-1.84672,-4.7343,-1.70379,-1.17689,-4.76019,-2.16439
6570,-2.30218,-5.21053,-1.91951,-0.86944,-0.32385,-3.94592,-3.32253,-1.0408,-3.75249,-1.9311,-1.89291,-0.25454,-3.32954,-1.66379
6571,-2.30175,-2.28078,-1.86241,-2.23748,-4.95155,-0.17985,-0.80026,-1.37015,-5.78361,-2.0791,-0.36422,-2.93251,-1.72874,-2.11272
6572,-2.30141,-4.1845,-0.40773,-1.02012,-2.90989,-0.38561,-2.26657,-4.06579,-2.05318,-4.17623,-2.69126,-0.94986,-3.95245,-0.52826
6573,-2.30141,-3.24563,-1.80269,-0.86341,-4.99724,-0.47892,-2.49452,-2.47138,-3.18682,-0.11838,-1.51066,-5.00687,-1.76639,-1.4147
6574,-2.30134,-2.16351,-1.52182,-5.23536,-1.95288,-1.41248,-2.92,-0.84382,-2.32512,-2.95431,-1.78498,-0.37286,-3.56544,-3.88318
6575,-2.30133,-1.26516,-1.41754,-3.81403,-1.97917,-2.27109,-4.67833,-0.5423,-6.41856,-0.74847,-1.64579,-0.49602,-0.75875,-0.05184
6576,-2.3007,-2.59052,-4.1763,-1.2686,-1.92479,-1.05982,-3.89146,-1.22802,-3.84313,-0.49033,-0.15299,-4.58968,-2.24457,-2.51574
6577,-2.30039,-4.87595,-5.50925,-1.9538,-1.76847,-0.91973,-3.05139,-0.02017,-2.34439,-0.75336,-1.47576,-0.5042,-3.24955,-2.10333
6578,-2.30015,-3.89962,-0.48889,-1.60015,-2.78358,-2.96497,-0.08216,-5.31519,-4.57604,-0.76964,-1.89045,-2.00195,-1.3379,-1.00062
6579,-2.29962,-1.17008,-0.72114,-0.73072,-4.67631,-2.84373,-2.9579,-4.10088,-2.51915,-0.74846,-3.52047,-3.1261,-2.04633,-1.87286
6580,-2.29959,-1.87141,-1.21549,-2.74686,-0.71876,-6.31616,-1.01084,-0.62557,-4.15953,-2.06818,-3.59213,-2.37627,-0.40806,-0.26039
6581,-2.29884,-3.34617,-1.2636,-4.09546,-1.95779,-3.6581,-3.65071,-1.59663,-4.72517,-0.68936,-1.22003,-2.43759,-1.19708,-0.62583
6582,-2.29854,-2.18743,-4.14985,-2.73283,-4.21543,-1.75674,-0.03687,-0.98652,-2.80593,-2.91272,-3.47231,-0.96908,-2.77728,-2.51896
6583,-2.29846,-4.30166,-0.4582,-0.17708,-1.19444,-5.18209,-0.89361,-0.48404,-0.50956,-2.62424,-1.36019,-0.5543,-6.11126,-0.08203
6584,-2.29783,-2.32706,-0.38328,-3.61014,-1.37512,-4.03244,-0.91749,-0.24143,-4.12776,-4.82444,-0.16057,-1.50933,-3.46267,-1.57021
6585,-2.29771,-1.71236,-0.25212,-0.28034,-1.08352,-3.1358,-1.52518,-1.91085,-1.0699,-2.29931,-7.70863,-0.92523,-2.81643,-0.13615
6586,-2.29757,-2.66598,-3.20549,-2.45405,-1.48381,-0.67225,-2.82854,-5.17573,-1.49872,-3.06062,-1.63144,-2.79687,-3.4282,-0.15345
6587,-2.29749,-1.33031,-3.57789,-2.31218,-0.44301,-1.33727,-3.47881,-3.02314,-0.88259,-4.22238,-0.50285,-1.29217,-0.98873,-5.48367
6588,-2.29742,-2.12028,-2.66151,-1.64113,-1.68189,-1.87398,-0.68589,-2.54484,-3.89982,-2.23435,-5.37768,-1.83817,-1.86358,-3.34514
6589,-2.29702,-5.09214,-0.20639,-4.51629,-1.43149,-0.73212,-2.73695,-0.30515,-0.55042,-2.70822,-2.94216,-4.08148,-2.22128,-0.5467
6590,-2.2965,-1.15734,-3.74514,-0.54484,-1.39842,-1.11379,-5.02547,-4.16957,-3.45377,-2.98722,-2.48099,-1.67354,-1.0985,-1.48735
6591,-2.29649,-1.23659,-0.70115,-0.83408,-6.14481,-0.82432,-1.5538,-2.49921,-1.46837,-2.09578,-2.48962,-1.52347,-4.52058,-3.06724
6592,-2.29643,-0.75035,-2.94424,-3.2585,-2.33076,-0.88255,-1.08903,-3.65076,-2.73653,-1.80557,-1.35339,-1.85602,-5.92036,-1.7538
6593,-2.29617,-3.45173,-2.73745,-1.47459,-0.32618,-4.19079,-0.20887,-0.40952,-1.64726,-2.82293,-2.93563,-1.75245,-4.81963,-3.10875
6594,-2.29611,-5.94141,-0.48002,-2.32574,-1.09984,-1.18056,-2.58343,-3.70458,-2.58983,-2.71778,-2.37249,-3.00704,-1.29352,-0.59068
6595,-2.29561,-1.78378,-4.26691,-0.21346,-1.74952,-5.31207,-0.54095,-0.06717,-3.87828,-4.46278,-0.04359,-2.13548,-0.9839,-1.11019
6596,-2.29536,-3.41237,-2.93119,-2.95715,-1.62128,-0.27271,-2.51984,-1.39829,-1.08395,-4.20034,-1.2565,-2.37522,-4.90003,-2.1666
6597,-2.29526,-5.24378,-2.48126,-2.57632,-0.07295,-2.29618,-0.55599,-4.30677,-3.14899,-0.28406,-2.99115,-1.72965,-1.89556,-2.18556
6598,-2.29523,-2.88119,-1.05639,-2.34984,-3.45586,-4.74079,-0.59066,-3.87379,-4.7186,-0.93761,-1.24487,-1.77927,-0.74424,-1.2673
6599,-2.29486,-1.08105,-4.68314,-4.43653,-0.70785,-2.28504,-0.62225,-1.45342,-0.23665,-0.7687,-3.77645,-0.38548,-3.84645,-3.72506
6600,-2.29389,-2.13672,-1.17842,-2.35463,-2.06037,-0.571,-3.81326,-4.14883,-2.82187,-0.93964,-0.11436,-5.2211,-2.12565,-2.50547
6601,-2.2936,-4.5207,-0.08872,-1.17804,-5.01332,-1.14981,-1.96397,-2.67084,-4.19914,-0.37612,-0.36763,-2.78871,-2.64642,-1.66465
6602,-2.29358,-3.84288,-3.67928,-3.11774,-1.92239,-1.57504,-3.3248,-3.19169,-4.6242,-0.19962,-1.78042,-1.66165,-1.25301,-0.61053
6603,-2.29349,-1.02535,-0.51968,-0.72584,-4.91519,-1.67381,-4.74026,-1.87421,-3.58643,-1.75843,-2.44432,-1.09367,-1.36892,-3.86637
6604,-2.29321,-0.11116,-2.7284,-3.35941,-0.99523,-1.11843,-2.30569,-0.2185,-1.07275,-0.81566,-0.43861,-1.01189,-7.08763,-3.88933
6605,-2.29267,-4.62353,-4.9287,-0.52,-3.5137,-1.13599,-4.51891,-0.09538,-0.96715,-2.16248,-1.76513,-1.2531,-1.52436,-1.45486
6606,-2.29243,-2.23272,-2.84237,-1.27739,-1.54401,-0.30605,-2.03787,-3.68865,-1.75773,-2.26294,-6.66226,-1.66721,-1.49646,-1.48223
6607,-2.29193,-2.15289,-0.7436,-3.86369,-0.27267,-2.03641,-0.64594,-1.86409,-0.62832,-3.4778,-2.92215,-5.5301,-1.13137,-3.69145
6608,-2.29164,-1.58734,-5.33766,-1.51764,-1.47165,-1.78822,-0.81631,-2.81168,-1.90262,-0.47538,-5.68239,-0.06572,-3.37022,-0.03592
6609,-2.29158,-6.48162,-1.04244,-4.70041,-0.20105,-0.28044,-0.18085,-2.61934,-0.24627,-0.47602,-3.86916,-2.28069,-1.42437,-0.23668
6610,-2.29146,-0.05243,-1.56966,-5.41014,-2.2358,-3.02397,-0.88296,-4.24062,-2.02967,-0.37662,-1.28385,-1.35224,-3.72164,-2.91866
6611,-2.29117,-4.22356,-3.87803,-1.82638,-4.39815,-3.08455,-1.22679,-0.37996,-0.47437,-1.26817,-0.89741,-4.08007,-2.95469,-0.1185
6612,-2.29114,-2.93458,-5.09141,-1.05415,-0.94298,-0.37921,-2.84823,-3.20922,-2.74879,-3.39887,-2.49298,-3.4153,-1.07024,-1.23608
6613,-2.29072,-0.41429,-1.25669,-7.21928,-4.04257,-0.00316,-1.94979,-1.04158,-1.2927,-1.1329,-0.23721,-1.46993,-1.42051,-3.53065
6614,-2.29063,-1.8416,-2.09964,-0.82106,-1.04918,-2.12058,-3.82589,-1.91983,-0.9793,-6.50564,-1.10644,-3.31182,-0.22147,-2.61424
6615,-2.29016,-2.18573,-0.64165,-0.94583,-0.42486,-1.31096,-3.24149,-4.79432,-3.1864,-0.41491,-2.73405,-4.89104,-2.75203,-1.99582
6616,-2.28979,-3.70793,-4.41205,-0.8064,-0.50298,-0.23062,-3.85559,-0.00346,-2.16494,-2.3851,-2.38286,-1.93404,-5.009,-0.91408
6617,-2.28973,-0.17295,-1.44669,-1.63985,-3.60371,-1.30452,-2.41917,-4.68283,-1.66477,-0.1949,-3.31578,-4.62874,-3.02583,-1.75802
6618,-2.28953,-5.21202,-3.4485,-0.19814,-3.92057,-1.96382,-1.69005,-2.0408,-2.07728,-1.78933,-3.24136,-3.03485,-0.74642,-1.27368
6619,-2.28944,-5.59882,-3.25178,-0.41754,-1.50189,-0.72623,-3.28332,-2.03394,-3.3172,-0.12589,-1.409,-1.06517,-2.58485,-3.76059
6620,-2.28935,-0.35755,-5.12708,-0.08035,-3.22542,-3.12975,-0.25482,-2.45443,-1.03842,-0.48908,-2.48872,-0.14529,-5.8692,-0.26442
6621,-2.28917,-4.74414,-3.47694,-0.0212,-1.67337,-3.72687,-3.3611,-4.50648,-1.70502,-2.6221,-1.16126,-0.11263,-0.84999,-0.0449
6622,-2.28905,-5.62616,-2.03419,-2.22882,-3.89147,-0.08538,-2.57801,-0.8055,-2.59942,-0.20286,-3.34755,-3.39628,-0.33591,-1.37964
6623,-2.2879,-0.95412,-1.62687,-2.32557,-0.12612,-2.70673,-2.5988,-2.35962,-3.4985,-2.75927,-3.63847,-2.31141,-4.44477,-2.81888
6624,-2.28774,-3.06318,-2.5623,-5.87827,-0.71662,-3.27468,-2.50136,-2.10817,-0.71522,-3.19864,-1.6897,-2.75046,-0.64853,-0.86133
6625,-2.28728,-0.80367,-5.82339,-2.58523,-2.27407,-1.74864,-1.58033,-0.51608,-1.4552,-1.40661,-1.17457,-3.32065,-0.67362,-5.05747
6626,-2.28719,-1.18461,-0.87095,-0.20857,-0.5301,-3.46199,-2.18817,-2.93357,-3.30424,-0.50866,-4.94415,-2.99015,-4.29341,-1.97673
6627,-2.28674,-0.72024,-2.76275,-0.59864,-0.57566,-2.47668,-3.71938,-3.71077,-3.53659,-2.21075,-1.18452,-2.98573,-4.36054,-2.33776
6628,-2.28591,-4.32638,-1.89459,-2.33574,-1.14274,-1.19195,-0.78204,-2.96926,-3.02237,-2.81424,-0.70762,-0.46055,-3.2229,-5.16746
6629,-2.28579,-0.68617,-2.70392,-2.2994,-2.21644,-5.78415,-4.38016,-1.5138,-2.21783,-2.75368,-2.02793,-2.1538,-0.31679,-0.71156
6630,-2.28536,-0.34605,-1.72472,-2.30477,-0.65683,-0.42474,-0.11646,-0.35865,-0.01601,-2.31476,-1.78946,-3.56364,-2.72664,-7.54468
6631,-2.28535,-3.66966,-1.30104,-3.0603,-2.09685,-2.94779,-1.11991,-0.34754,-5.7903,-1.17273,-3.98576,-2.06342,-0.68379,-0.52628
6632,-2.28526,-4.57968,-1.17698,-0.87092,-0.39044,-2.97625,-2.14173,-5.86559,-2.11647,-0.83756,-2.67002,-1.79936,-1.17466,-2.59428
6633,-2.28488,-1.86903,-2.99162,-1.42643,-1.75257,-0.90421,-4.59378,-0.49147,-2.57634,-2.70037,-3.28395,-4.63624,-1.25239,-2.70018
6634,-2.28402,-1.9269,-0.53964,-0.62678,-1.63008,-5.21918,-3.03583,-4.006,-0.30858,-1.48698,-3.86491,-2.58849,-0.46003,-3.32703
6635,-2.28388,-0.49291,-0.51659,-2.24421,-0.14619,-1.66715,-1.0937,-0.36584,-1.82254,-3.15271,-6.14633,-0.55579,-5.80715,-0.19058
6636,-2.28381,-3.40989,-0.21201,-0.86187,-2.81659,-2.6129,-1.88466,-3.6538,-2.64842,-1.20547,-1.93541,-5.83812,-1.35036,-1.60821
6637,-2.2837,-5.08437,-0.8347,-1.61445,-5.62139,-1.06397,-2.75555,-1.24725,-2.46681,-3.05296,-1.48714,-0.80921,-2.24455,-0.66318
6638,-2.28347,-0.62272,-1.2857,-1.92822,-4.28289,-1.23801,-0.11786,-0.42697,-1.80294,-1.27767,-1.63191,-2.31271,-6.56154,-3.60643
6639,-2.28346,-1.35621,-4.65088,-1.45756,-3.02099,-2.16796,-1.7652,-2.16158,-5.73599,-2.64616,-1.02686,-0.18672,-0.6989,-2.46881
6640,-2.28345,-1.11692,-1.55498,-5.47237,-0.10825,-1.88095,-0.94679,-0.44777,-4.9378,-4.02174,-0.335,-0.49952,-1.71677,-3.55832
6641,-2.28343,-3.36194,-3.29474,-1.49666,-2.04049,-1.10232,-0.84738,-2.69519,-2.30232,-0.30446,-1.79696,-0.52078,-0.18928,-6.93525
6642,-2.28339,-0.68381,-0.17686,-0.55357,-1.64911,-2.07143,-3.57464,-2.04245,-4.54239,-1.67011,-3.44831,-1.47953,-4.10159,-3.96173
6643,-2.28318,-4.80586,-1.33296,-2.56024,-3.73563,-1.77357,-3.06735,-5.14001,-1.70338,-0.78028,-1.04562,-0.05127,-1.78228,-1.62714
6644,-2.28308,-0.0951,-2.26836,-1.04376,-2.72253,-2.04678,-0.49206,-1.85656,-2.79137,-2.42766,-7.20701,-0.01927,-2.5291,-1.10916
6645,-2.28295,-1.83974,-0.92733,-1.08587,-1.8529,-1.47405,-1.00195,-3.72879,-3.01855,-2.9485,-0.05527,-4.31836,-2.06272,-5.30464
6646,-2.28279,-5.90742,-0.24811,-4.91826,-2.85548,-1.75526,-3.46826,-1.53164,-1.7406,-0.19414,-0.60143,-0.59174,-1.38819,-2.07958
6647,-2.28222,-3.92558,-0.46557,-3.26026,-2.07151,-5.54443,-0.7886,-0.30223,-1.48325,-1.78809,-0.86308,-4.67458,-1.14188,-1.86879
6648,-2.28171,-1.8277,-3.99128,-3.40836,-3.15234,-0.91156,-2.32416,-1.33758,-0.58558,-1.16138,-5.02321,-2.36564,-2.39233,-2.77545
6649,-2.2813,-5.21419,-0.43691,-2.08955,-4.80318,-1.98091,-0.50862,-2.0783,-2.0706,-3.25479,-1.17261,-0.80825,-3.09321,-2.2363
6650,-2.28109,-0.45662,-1.35556,-1.72324,-3.90788,-3.88639,-3.16551,-3.15005,-4.54767,-0.23334,-1.47304,-1.89524,-3.27533,-1.4956
